age,workclass,education-num,marital-status,occupation,capital-gains,capital-loss,hours-per-week,native-country,target
38,0,10,0,5,0,0,40,38,0
25,1,13,4,9,0,0,35,21,0
19,3,10,4,7,0,0,30,38,0
20,3,12,4,0,0,0,30,38,0
27,3,13,4,6,0,0,40,41,0
55,1,9,2,9,0,2246,40,38,1
52,6,14,2,9,0,1848,40,38,1
21,8,10,4,14,0,0,40,38,0
30,3,9,4,0,0,0,40,38,0
47,3,9,0,3,0,1974,40,38,0
22,3,6,4,2,0,0,30,38,0
24,3,9,2,5,4386,0,40,38,1
26,3,13,4,11,0,0,40,38,0
27,3,9,2,6,0,0,45,38,0
57,3,5,2,6,0,0,40,32,0
18,1,14,4,9,0,0,60,38,0
30,3,13,4,9,0,0,45,38,0
34,5,13,0,9,0,0,50,38,0
40,3,10,2,0,5178,0,60,38,1
60,3,9,0,7,0,0,38,38,0
25,3,8,2,2,0,0,40,38,1
39,3,13,2,11,0,0,55,38,0
48,3,9,2,0,0,0,40,38,1
27,5,10,2,3,0,0,30,38,0
33,5,9,0,2,0,0,65,38,1
65,4,9,2,3,0,0,40,38,0
52,3,9,2,2,0,1977,40,38,1
27,3,13,4,12,0,0,40,38,0
32,3,10,4,2,0,0,40,38,0
45,5,10,5,11,0,0,50,38,0
18,8,7,4,14,0,0,16,38,0
27,3,13,4,3,0,0,45,38,0
57,5,10,2,3,0,0,60,38,0
44,3,10,0,11,0,0,55,38,1
30,3,14,2,9,0,0,44,38,1
26,3,10,0,0,0,0,40,38,0
28,0,10,2,0,0,0,40,38,1
61,3,9,2,13,0,0,40,38,1
49,5,9,2,2,0,0,50,25,0
33,3,14,2,9,15024,0,40,38,1
50,3,12,2,6,0,0,50,38,1
53,5,4,2,12,0,0,99,38,0
33,3,9,2,2,0,0,40,38,1
22,3,10,4,0,0,0,10,38,0
45,1,13,0,10,0,0,40,38,1
26,8,10,4,14,0,0,60,38,0
50,8,4,5,14,0,0,20,38,0
47,5,9,2,2,0,0,40,38,1
52,0,13,2,9,0,0,40,38,1
57,3,9,6,0,0,0,36,38,0
21,8,10,4,14,0,0,35,38,0
58,3,9,0,0,2174,0,40,38,0
50,1,14,0,9,0,0,50,38,1
33,0,10,4,0,0,0,40,38,0
34,5,7,2,2,0,0,40,38,0
20,3,10,4,7,0,0,20,38,0
37,1,14,2,10,7688,0,50,38,1
57,3,12,0,0,0,0,40,38,0
57,5,9,2,11,0,0,48,38,0
21,3,12,4,0,0,0,8,38,0
40,3,10,0,11,0,0,40,38,0
23,3,10,5,2,0,0,40,38,0
54,3,9,2,0,0,0,20,38,0
38,3,10,2,3,0,0,40,38,1
32,3,10,2,3,15024,0,60,38,1
22,6,10,4,0,0,0,40,38,0
27,3,9,4,0,0,0,42,38,0
42,3,3,2,7,0,0,40,7,0
36,3,9,4,0,0,0,47,38,0
22,3,9,2,11,0,0,40,38,0
40,6,5,5,6,0,0,40,38,0
26,3,9,2,6,0,0,45,38,0
46,6,9,4,13,0,0,40,38,0
28,3,7,2,2,0,0,60,38,1
46,6,13,4,3,0,0,45,38,0
55,3,9,0,5,0,0,40,38,0
76,3,10,0,0,0,0,20,38,0
27,3,13,4,9,0,0,60,38,0
50,3,9,2,13,0,0,40,38,1
75,3,9,2,2,0,0,20,38,0
42,0,14,2,3,0,0,40,38,1
36,1,14,4,9,0,0,40,38,0
51,3,9,2,10,0,0,40,38,0
43,3,15,2,9,15024,0,55,38,1
44,3,13,2,13,0,0,40,38,0
20,8,10,4,14,0,0,20,38,0
60,3,3,2,2,0,0,45,21,0
47,6,13,2,9,0,0,45,38,1
73,3,7,2,6,0,0,15,38,0
27,3,9,2,5,0,0,40,38,0
50,3,9,2,2,15024,0,50,38,1
35,3,4,2,2,0,0,40,32,0
31,3,9,4,6,0,0,50,41,0
45,3,13,2,2,0,0,40,10,1
57,3,9,2,2,0,0,40,34,1
34,3,9,2,2,0,0,40,26,0
19,3,10,4,7,0,0,16,38,0
25,3,9,4,5,0,0,40,38,0
39,3,13,2,9,0,0,50,10,1
28,3,9,2,2,0,0,40,30,1
48,6,14,0,9,0,0,40,38,0
38,3,9,2,2,0,0,44,38,0
53,3,3,2,8,0,0,10,13,0
19,3,9,4,5,0,0,40,38,0
41,3,9,2,0,0,0,60,38,0
23,3,12,4,11,0,0,36,38,0
32,3,9,4,2,0,0,40,38,0
35,3,10,0,6,0,0,40,38,0
21,3,11,4,4,0,1602,30,38,0
24,3,13,4,12,0,0,40,38,0
34,3,9,2,2,0,0,40,38,0
29,1,13,2,9,0,0,25,38,1
24,3,10,4,0,0,0,20,41,0
55,3,9,6,0,0,0,40,38,0
28,3,9,3,6,0,0,40,29,0
46,1,9,4,2,0,0,40,38,0
38,3,9,2,6,0,0,40,38,0
29,3,10,0,0,0,0,40,38,0
35,3,13,2,2,0,0,50,38,1
29,3,9,4,5,0,0,40,38,0
41,6,16,2,9,0,0,50,38,1
40,5,9,2,2,0,0,32,38,0
30,3,9,0,0,0,0,40,38,0
72,3,7,0,7,0,0,35,38,0
17,3,7,4,5,0,0,40,38,0
46,4,9,2,10,0,0,70,38,0
38,3,13,4,7,0,0,48,38,0
36,3,13,4,9,0,0,45,38,0
24,5,12,4,2,0,0,40,38,0
28,3,9,0,7,0,0,35,38,0
28,3,9,2,6,0,0,40,38,0
60,8,9,2,14,0,1485,70,38,1
42,1,10,2,10,0,0,40,38,1
48,3,13,2,3,0,0,40,38,1
37,5,9,2,2,0,0,40,38,0
32,3,16,4,9,0,0,40,38,1
55,3,10,2,2,7688,0,40,32,1
30,3,10,2,5,0,0,40,38,0
68,3,4,6,6,0,0,10,38,0
45,3,9,0,7,0,0,30,38,0
26,3,9,0,5,0,0,40,38,0
22,3,10,4,3,0,0,40,38,0
22,3,10,4,2,0,0,40,38,0
36,3,10,2,3,7298,0,40,38,1
52,3,4,4,6,0,0,40,38,0
68,3,15,6,9,0,0,16,38,0
26,1,13,2,9,0,0,40,38,1
52,3,13,0,3,0,0,40,41,0
46,5,9,2,4,0,1672,50,38,0
53,3,14,2,9,7298,0,40,38,1
17,3,7,4,11,0,0,8,38,0
29,3,13,2,9,0,0,75,38,0
41,3,10,2,11,0,0,50,38,1
45,3,10,0,12,0,0,40,37,0
57,3,10,0,3,0,0,50,38,1
30,0,13,2,0,0,0,30,23,0
46,3,9,2,11,0,0,45,38,1
45,3,12,2,5,0,0,40,38,0
59,8,10,2,14,0,0,40,38,1
40,3,12,2,11,0,0,52,38,0
38,6,9,0,7,2036,0,20,38,0
22,3,10,4,3,0,0,40,41,0
59,5,4,2,11,0,0,85,38,0
36,3,10,4,2,0,0,40,38,0
40,3,4,4,4,0,0,40,38,0
18,3,6,4,11,0,0,40,38,0
62,8,9,2,14,0,0,40,38,0
63,3,9,0,11,0,0,40,38,0
29,3,14,4,9,0,0,80,38,0
27,3,13,2,3,0,0,45,38,1
47,6,16,0,9,0,0,50,9,1
20,1,9,4,0,0,0,40,38,0
48,3,12,2,2,0,0,45,38,0
29,3,9,2,0,0,0,30,25,0
22,3,9,4,12,0,0,40,38,0
42,3,12,6,12,0,0,24,38,0
36,3,11,0,2,0,0,40,38,0
60,3,6,0,7,0,0,40,38,0
41,0,9,5,3,0,0,40,38,0
43,3,9,2,11,0,0,40,38,1
33,3,13,2,9,0,0,38,38,1
34,3,4,2,7,0,0,40,38,0
32,3,9,4,13,0,0,35,38,0
22,8,10,4,14,0,0,20,38,0
52,3,5,6,7,0,0,25,32,0
27,3,12,4,11,0,0,40,38,0
60,1,14,2,9,0,0,40,38,1
41,5,13,2,0,7688,0,40,38,1
34,5,13,4,11,0,0,62,38,0
30,3,9,2,3,0,0,40,38,1
35,3,10,5,7,0,0,25,38,0
39,0,13,0,3,0,0,40,38,0
64,3,10,6,0,0,0,40,38,0
17,5,7,4,4,0,0,20,38,0
29,6,14,4,3,0,0,40,41,0
37,1,11,2,10,0,0,40,38,1
43,5,9,2,13,0,0,45,38,0
30,5,9,2,9,0,0,25,38,0
17,3,6,4,11,0,0,12,38,0
29,3,9,4,2,0,0,40,12,0
24,3,10,4,0,0,0,40,18,0
27,5,13,4,11,0,0,50,38,0
69,4,13,5,3,0,0,40,38,0
30,3,9,3,0,0,0,40,38,0
29,3,9,2,6,0,0,40,32,0
17,8,6,4,14,0,0,40,38,0
61,3,4,2,13,0,1651,40,38,0
70,3,4,6,7,0,0,38,38,0
32,3,13,2,12,0,1902,40,38,1
21,8,9,4,14,0,0,40,38,0
27,5,9,4,2,9562,0,50,38,1
27,3,13,4,7,0,0,40,38,0
19,3,10,4,11,0,0,25,38,0
44,6,14,2,9,0,0,60,38,1
36,3,10,4,0,0,0,40,38,0
45,3,14,2,3,7298,0,50,38,1
29,3,13,4,9,0,0,60,30,0
34,0,13,2,10,7298,0,54,38,1
28,1,13,4,9,0,0,50,38,0
34,3,3,4,5,0,0,40,7,0
18,3,9,4,0,0,0,20,38,0
39,3,10,0,4,0,0,45,38,0
34,3,10,4,5,0,0,40,38,0
35,1,14,0,0,0,0,41,38,0
24,3,9,4,5,0,0,40,38,0
41,3,13,2,11,0,0,70,38,0
50,6,16,2,9,0,1902,45,38,1
68,3,10,0,3,0,0,30,38,0
35,3,7,4,6,0,0,50,38,0
47,3,11,2,5,0,0,40,38,0
43,1,14,0,9,0,0,40,38,0
35,3,9,2,4,0,0,40,38,0
34,3,10,4,3,0,0,17,38,0
26,3,9,4,2,0,0,40,38,0
50,3,10,0,11,0,0,40,38,0
22,3,9,4,2,0,0,40,38,0
20,3,9,4,4,0,0,40,38,0
18,8,9,4,14,0,0,40,38,0
52,5,9,2,2,0,0,40,38,0
71,6,9,2,10,0,0,28,38,0
55,3,9,0,0,0,0,40,38,0
17,3,7,4,11,0,0,8,38,0
36,3,10,6,9,0,0,40,38,0
25,8,13,2,14,0,0,40,38,0
39,1,8,2,13,0,1848,40,26,1
27,3,13,4,7,0,0,40,29,0
42,3,9,0,0,0,0,40,38,0
22,3,9,3,11,0,1719,40,38,0
57,3,11,4,2,0,0,40,38,1
34,3,10,4,2,0,0,28,38,0
31,3,14,4,9,0,0,60,38,0
24,3,13,4,11,0,0,40,38,0
41,5,9,4,7,0,0,60,22,0
30,3,10,0,9,6849,0,40,8,0
17,3,7,4,0,0,0,32,38,0
26,4,9,5,11,0,0,20,15,0
32,3,2,4,4,0,0,50,25,0
55,3,6,2,3,0,0,45,38,0
19,3,8,3,7,0,0,20,38,0
28,3,14,0,9,0,0,50,38,0
55,8,9,2,14,2885,0,40,38,0
49,3,15,2,9,0,0,60,38,1
23,3,13,4,3,0,0,40,38,0
43,3,9,2,2,0,0,40,38,0
40,3,10,2,2,0,0,40,38,0
41,3,13,2,9,0,0,40,38,1
23,3,10,4,2,0,0,40,38,0
59,0,9,2,2,0,1887,40,38,1
20,3,9,4,5,0,0,35,38,0
21,3,9,4,2,0,0,40,38,0
28,8,13,3,14,0,0,10,35,0
44,4,10,2,3,0,0,50,38,0
31,5,13,2,11,0,0,48,38,0
50,5,13,4,2,4416,0,45,38,0
54,3,9,2,6,0,0,45,38,1
28,3,9,2,13,0,0,50,38,0
34,3,9,0,13,0,0,40,38,0
46,3,14,2,3,0,0,40,38,1
28,4,13,2,3,0,0,60,38,1
23,3,9,4,0,0,2001,40,38,0
29,3,13,2,12,0,0,40,38,1
35,3,9,2,2,0,0,40,38,0
41,5,10,2,4,7688,0,50,38,1
90,8,10,4,14,0,0,10,34,0
35,5,14,2,3,7688,0,55,38,1
20,3,9,2,5,0,0,40,38,0
42,3,14,0,9,2354,0,16,38,0
56,3,4,2,6,5013,0,45,38,0
31,3,13,4,11,0,0,45,38,0
23,3,9,4,12,0,0,50,38,0
60,3,9,4,5,0,0,40,38,0
28,3,10,4,2,0,0,40,38,0
32,3,10,2,13,0,0,60,38,1
36,3,14,4,3,14084,0,40,38,1
44,5,13,2,3,0,0,60,38,0
34,3,10,2,2,0,0,48,38,1
27,3,9,4,11,0,0,40,38,0
49,3,9,0,3,0,0,50,38,0
48,3,9,0,7,0,0,40,38,0
47,3,9,2,2,0,0,50,38,1
34,3,13,2,3,0,0,65,38,1
27,3,12,4,11,0,0,40,38,0
31,1,13,2,6,4064,0,40,41,0
24,3,10,2,2,0,0,40,38,0
24,3,9,0,5,0,0,30,38,0
25,3,10,2,6,0,0,40,38,0
36,3,11,0,11,0,0,40,38,0
38,0,9,2,0,0,0,45,38,0
57,3,3,2,13,0,0,40,38,0
24,3,10,2,4,0,0,50,38,1
41,6,9,2,12,0,0,40,38,0
56,6,11,2,2,0,0,60,38,1
19,3,9,4,0,0,0,40,38,0
44,3,9,4,7,0,0,32,38,0
34,3,11,4,2,0,0,40,38,0
25,3,13,4,3,0,0,40,38,0
27,6,9,2,12,0,0,40,38,0
22,3,9,4,9,0,0,40,38,0
59,3,10,2,2,0,1887,55,38,1
34,3,7,2,13,0,0,50,38,0
30,3,9,2,13,0,0,65,38,1
21,3,10,4,0,0,0,38,38,0
24,3,10,4,5,0,0,40,21,0
19,8,10,4,14,0,0,15,38,0
82,8,10,6,14,0,0,3,38,0
35,3,13,2,11,0,0,50,38,1
32,3,11,2,2,0,0,40,38,0
45,3,10,0,0,0,0,45,38,0
30,3,9,4,0,0,0,40,38,0
28,5,13,2,2,0,0,55,38,0
28,5,13,2,11,0,0,5,38,0
29,3,9,4,0,0,0,44,38,0
60,3,10,2,2,0,0,40,3,0
28,3,11,4,11,0,0,40,38,0
38,0,10,0,3,0,0,40,38,0
31,3,9,2,2,0,0,50,38,1
28,3,10,2,7,0,0,35,38,1
42,3,10,2,7,0,0,23,38,0
40,1,5,2,7,0,0,40,40,1
24,3,10,4,7,0,0,40,38,0
37,4,10,2,3,0,0,60,38,1
36,3,9,2,2,0,0,40,38,0
39,3,13,4,3,0,0,40,38,0
22,3,5,3,7,0,0,35,25,0
46,3,10,2,6,0,1628,40,38,0
28,3,13,2,9,0,0,43,38,0
34,3,10,0,0,0,0,40,38,0
42,3,10,0,11,0,0,43,38,0
43,3,9,2,2,0,0,40,38,0
35,3,9,4,11,0,0,40,38,0
60,3,15,2,9,3781,0,16,38,0
33,3,10,4,2,8614,0,40,38,1
22,3,9,2,13,0,0,80,38,0
39,3,11,2,2,0,0,40,38,0
33,3,13,2,3,5178,0,40,38,1
39,3,9,2,2,0,0,40,38,0
37,5,7,2,13,0,0,45,38,0
63,5,4,2,4,0,0,60,38,1
46,6,10,2,3,7688,0,38,38,1
48,3,9,5,6,0,0,40,38,0
33,3,9,4,0,0,0,40,38,0
65,3,10,6,9,1848,0,20,17,0
39,3,9,4,0,0,0,40,38,1
43,3,13,0,3,0,0,40,38,1
28,3,6,2,2,0,0,40,38,0
50,5,9,0,3,99999,0,35,38,1
24,6,13,4,9,0,0,20,38,0
48,3,9,0,13,0,0,40,38,0
35,3,10,4,7,0,0,40,38,0
62,3,9,2,13,0,0,40,38,0
42,5,10,4,3,0,0,40,38,0
60,3,9,2,3,99999,0,40,38,1
50,3,9,2,3,0,0,50,38,1
40,3,15,4,3,0,0,40,4,0
39,1,9,2,2,0,0,40,38,0
43,8,13,2,14,0,0,40,38,0
43,1,9,0,10,0,0,40,38,0
35,3,9,2,2,0,0,38,38,0
39,3,13,2,3,0,0,45,38,1
30,1,13,2,10,0,0,40,38,1
32,3,10,2,11,0,0,65,38,0
18,3,10,4,0,0,0,40,38,0
37,3,12,4,11,0,0,40,38,0
26,3,13,4,0,0,0,40,38,0
51,3,9,2,2,0,0,42,38,0
35,8,10,0,14,0,0,36,38,0
33,3,13,2,11,0,0,45,38,0
46,3,13,2,2,0,0,44,38,1
40,3,11,2,3,0,0,50,38,1
34,3,11,2,2,0,0,48,38,0
29,3,9,2,6,0,0,40,38,0
47,5,10,6,7,0,0,35,38,0
34,3,13,2,9,0,0,40,41,1
45,3,9,3,0,0,0,30,38,0
53,3,9,5,2,0,0,35,38,0
52,5,14,2,3,0,0,40,29,0
64,3,4,2,4,0,0,40,38,1
42,3,14,4,3,0,0,45,38,1
44,3,10,2,12,0,0,44,38,1
41,3,9,2,11,7298,0,50,38,1
53,1,14,2,3,0,0,43,38,1
25,3,9,4,2,0,0,35,38,0
20,3,7,5,7,0,0,40,38,0
29,3,11,4,8,0,0,40,38,0
56,3,9,2,2,0,0,40,38,0
45,3,16,2,9,0,1977,30,38,1
56,3,9,2,11,0,0,35,38,0
38,4,10,2,3,7298,0,40,38,1
62,3,9,2,11,0,0,40,29,0
28,5,13,4,9,0,0,60,38,0
31,3,9,2,11,3908,0,40,38,0
24,3,13,4,11,0,0,40,38,0
65,3,13,2,0,0,0,34,38,0
40,3,9,5,5,0,0,30,38,0
31,3,13,4,9,0,0,40,38,0
35,3,9,0,13,0,1741,60,38,0
42,0,14,2,9,0,1902,40,34,1
20,3,9,4,11,0,0,30,38,0
30,1,10,0,0,0,0,40,38,0
25,3,13,4,3,0,0,45,38,0
22,3,9,4,7,0,0,40,38,0
65,8,9,6,14,0,2206,10,38,0
31,3,10,2,9,3908,0,40,38,0
56,3,10,2,3,0,0,50,38,1
51,3,9,0,7,0,0,32,13,0
36,5,6,2,4,0,0,60,38,0
44,6,10,0,0,0,1590,40,38,0
49,3,14,0,3,0,1755,45,38,1
28,3,9,2,2,0,0,40,38,0
57,3,13,2,9,7298,0,40,38,1
33,5,10,4,11,0,0,65,38,0
49,3,13,2,0,5178,0,40,38,1
74,6,16,4,9,0,3683,20,38,1
48,3,13,2,3,5013,0,45,38,0
38,3,13,2,3,15024,0,40,38,1
39,3,9,4,6,0,0,40,38,0
46,3,13,2,3,7298,0,65,38,1
56,3,13,2,9,0,0,40,38,1
27,3,13,2,3,0,0,40,38,1
17,3,7,4,8,0,0,40,38,0
28,3,5,0,9,0,0,40,38,0
18,8,6,4,14,0,0,40,38,0
42,3,14,0,0,0,0,25,38,0
39,3,10,5,0,0,0,40,38,0
29,5,9,2,4,3464,0,40,38,0
21,3,10,4,9,0,0,10,38,0
36,3,10,4,0,0,0,40,38,0
56,3,6,6,6,0,0,40,38,0
49,3,3,2,2,0,0,40,38,0
47,4,10,2,11,0,0,80,38,0
44,3,10,5,0,0,0,40,38,0
40,3,2,4,7,0,0,45,7,0
43,6,13,2,3,15024,0,40,38,1
62,3,8,2,4,0,0,48,10,0
52,3,15,2,9,3103,0,30,38,1
25,3,9,4,7,0,0,40,38,0
63,4,14,0,9,0,0,70,38,1
51,3,16,2,9,0,0,99,34,0
25,3,9,4,0,0,0,40,38,0
62,8,10,2,14,0,0,40,38,0
27,3,9,4,11,0,0,40,38,0
48,0,10,4,0,0,0,30,38,0
32,3,9,2,13,0,0,40,38,0
36,3,10,2,11,0,0,45,38,0
30,5,9,0,2,0,0,40,38,0
45,6,14,0,3,0,0,40,38,0
27,3,9,2,13,0,0,50,38,0
41,3,13,0,7,0,0,37,38,0
61,3,9,2,7,0,0,40,38,0
70,4,13,0,3,0,0,55,38,0
55,3,7,4,6,0,0,40,38,0
35,3,13,4,7,0,0,45,38,0
36,3,11,2,5,0,0,38,38,0
29,3,10,4,12,0,0,60,38,0
30,3,13,2,7,0,0,40,38,0
45,3,7,2,2,0,0,40,41,0
39,0,13,0,9,5455,0,60,38,0
18,3,9,4,7,0,0,20,38,0
28,3,9,2,13,0,0,40,38,0
27,3,13,2,3,0,0,45,38,0
38,3,9,4,6,0,0,40,38,0
33,3,9,2,2,0,0,40,38,0
25,3,9,2,13,0,0,40,38,1
25,8,9,2,14,0,0,4,38,0
38,3,7,4,7,0,0,40,38,0
23,3,10,4,4,0,0,45,38,0
40,3,11,0,9,0,0,40,38,0
36,4,9,2,3,99999,0,50,41,1
20,3,10,4,11,0,0,20,38,0
41,3,9,2,6,0,0,48,38,0
44,3,10,5,0,0,0,38,38,0
49,4,13,2,0,0,0,40,38,1
22,3,12,4,0,0,0,40,38,0
26,3,10,4,0,0,0,40,38,0
47,3,12,2,2,0,0,40,38,0
48,3,9,6,7,0,0,25,38,0
28,4,9,4,3,0,0,40,38,0
37,0,10,5,3,8614,0,55,38,1
44,3,13,2,9,0,0,40,38,0
20,8,8,4,14,0,0,35,38,0
53,3,13,2,0,7298,0,40,38,1
36,3,14,4,3,0,0,15,38,0
77,3,4,2,6,0,0,30,38,0
21,3,9,4,7,0,0,35,38,0
24,3,13,4,0,0,0,40,38,0
30,3,12,4,12,0,0,40,38,0
51,1,11,0,0,0,0,50,38,0
22,3,10,0,11,0,0,30,29,0
23,3,10,4,11,0,0,25,38,0
47,3,16,2,3,99999,0,50,38,1
17,3,8,4,11,0,0,20,38,0
48,3,13,4,7,0,0,50,25,1
43,3,10,2,3,0,0,40,38,1
34,3,8,2,2,0,0,40,12,0
19,3,9,4,0,0,0,35,38,0
42,6,10,4,3,0,0,40,38,0
23,3,13,4,3,0,0,40,38,0
61,5,15,2,9,0,0,50,38,1
63,3,7,2,7,0,0,30,38,0
65,3,9,6,11,0,0,40,38,0
37,3,11,2,0,7298,0,40,38,1
41,1,12,2,12,0,0,40,38,1
35,3,10,2,10,0,0,40,41,0
21,3,9,0,11,0,0,40,38,0
48,1,13,4,0,0,0,35,38,0
51,6,10,2,11,0,1887,40,38,1
43,3,13,2,11,0,0,55,38,0
22,6,10,4,9,0,0,15,41,0
56,5,10,2,2,0,0,60,38,0
47,3,9,0,0,0,0,40,38,0
26,3,13,4,0,0,0,24,38,0
39,3,10,2,7,0,0,24,38,0
45,5,10,4,4,0,0,75,38,0
49,3,9,0,7,0,0,40,3,0
23,3,9,4,5,0,0,30,38,0
69,3,9,2,0,0,0,36,38,0
41,0,14,2,3,0,0,60,38,1
40,5,9,5,3,0,0,40,38,0
25,3,9,4,6,0,0,40,38,0
52,3,9,4,5,0,0,40,38,0
28,3,10,4,9,3325,0,50,38,0
50,0,12,2,2,0,0,40,38,1
21,3,11,4,12,0,0,30,38,0
48,3,10,2,11,0,0,40,38,1
27,3,15,2,9,0,0,42,38,1
63,3,9,2,2,0,0,30,38,0
47,6,16,2,9,0,0,40,38,1
37,5,16,4,9,14084,0,45,38,1
28,3,10,2,11,0,0,40,41,0
58,3,9,0,0,0,0,40,38,0
41,3,10,2,11,0,0,51,38,0
67,4,10,2,11,0,0,40,38,0
62,5,9,2,11,0,0,48,38,0
28,3,10,2,5,0,0,40,38,1
26,3,8,4,5,0,0,40,38,0
46,5,15,2,9,0,0,65,38,1
29,3,9,2,2,0,0,40,38,0
39,3,13,2,2,0,0,40,29,1
25,3,14,4,9,0,0,35,38,0
20,3,10,4,11,0,0,35,38,0
21,3,10,4,0,0,0,40,38,0
25,3,13,4,9,0,0,50,38,0
44,4,15,2,9,0,0,50,38,1
37,3,9,4,0,0,0,38,38,0
50,3,14,2,3,7298,0,40,29,1
29,3,9,5,0,0,0,40,38,0
18,3,10,4,11,0,0,21,38,0
32,3,13,4,3,0,0,40,38,0
58,3,11,0,0,0,0,60,38,0
50,3,9,2,2,0,0,40,38,1
29,3,10,4,7,0,0,18,38,0
58,3,9,2,3,0,0,60,38,1
29,6,10,4,7,0,0,40,38,0
36,3,9,2,13,0,0,45,38,1
21,3,9,4,2,0,0,35,38,0
49,3,9,0,3,0,0,40,38,0
60,3,14,0,9,0,0,50,38,0
39,3,10,2,11,3103,0,50,38,1
50,3,12,2,2,0,1902,40,38,1
30,3,10,4,11,0,0,48,38,0
55,3,9,0,7,0,0,40,41,0
64,1,9,0,13,0,0,20,38,0
29,4,12,4,9,0,0,40,38,0
40,3,13,2,3,7298,0,40,38,1
42,3,9,2,2,0,0,50,38,0
55,3,9,6,11,0,0,40,38,0
43,3,9,0,13,0,0,45,38,0
28,3,8,4,11,0,0,40,38,0
46,6,12,2,12,0,0,38,38,1
34,3,9,4,6,0,0,40,38,0
47,3,14,2,0,7688,0,38,38,1
43,5,14,4,3,0,0,40,38,0
24,3,10,4,0,0,0,25,38,0
21,3,7,2,2,0,0,40,25,0
65,3,13,2,2,0,0,40,8,1
20,3,10,4,7,0,0,40,38,0
31,6,14,0,0,0,0,25,38,0
38,6,9,2,0,3464,0,40,38,0
22,3,10,4,11,0,0,40,38,0
20,3,10,4,9,0,0,20,38,0
44,3,10,2,11,0,0,60,38,0
44,1,14,2,9,0,0,40,38,0
41,3,16,2,9,0,0,60,38,1
38,3,9,0,2,0,2205,40,38,0
21,3,10,4,7,0,0,25,10,0
24,3,10,3,11,0,0,30,6,0
24,3,14,4,9,0,0,45,38,0
28,3,9,2,0,0,0,40,38,0
39,3,13,4,3,0,0,35,38,0
48,3,10,0,2,3325,0,40,38,0
24,1,9,4,10,0,0,40,38,0
50,3,9,2,9,0,0,35,34,1
50,1,10,2,2,4064,0,55,38,0
68,3,10,2,0,0,0,40,38,0
31,6,14,2,9,0,0,50,38,0
22,3,2,4,2,0,0,40,12,0
18,8,10,4,14,0,0,48,38,0
25,3,9,3,6,0,0,40,30,0
28,3,10,4,11,0,0,40,38,0
17,1,7,4,0,0,0,15,38,0
24,6,16,4,9,0,0,99,8,0
20,3,6,5,11,0,0,36,38,0
45,0,12,2,0,0,0,40,38,1
44,3,10,3,2,1506,0,45,38,0
57,3,4,2,2,0,0,40,38,0
33,3,13,2,11,0,1902,55,38,1
24,8,13,4,14,0,0,40,38,0
22,3,10,4,10,0,0,24,18,0
41,3,9,0,7,0,0,40,38,0
51,4,13,2,3,0,0,40,38,0
46,1,13,5,9,0,0,40,38,0
52,3,9,0,6,0,0,38,38,0
50,3,13,2,11,0,0,40,38,1
26,4,13,4,0,0,0,50,38,0
17,3,6,4,11,0,0,12,38,0
64,3,10,2,3,0,0,40,38,0
51,3,9,2,12,0,0,40,38,1
28,5,9,2,9,0,0,35,38,0
51,3,13,0,0,0,0,40,38,0
39,5,13,0,0,0,1762,40,38,0
48,3,10,0,7,0,0,32,38,0
44,3,10,2,7,0,0,40,38,1
47,3,7,2,7,0,0,40,38,0
52,3,9,6,2,0,0,40,38,0
58,3,10,4,0,0,0,39,38,0
19,3,7,4,7,0,0,40,38,0
40,3,13,2,12,0,0,40,38,1
23,3,10,4,0,0,0,40,38,0
31,3,13,2,7,0,0,40,40,0
40,1,12,2,3,0,0,40,38,1
48,4,10,2,11,0,0,38,38,1
46,3,14,0,3,0,0,50,38,1
32,3,9,2,5,3908,0,40,38,0
50,3,9,2,2,0,0,40,38,0
18,3,9,4,6,0,0,37,38,0
26,3,14,4,3,0,0,30,38,0
36,3,13,4,11,0,0,20,38,0
26,3,11,0,11,594,0,35,38,0
19,3,10,4,11,0,0,15,38,0
53,3,12,2,3,15024,0,40,38,1
54,3,10,4,11,0,0,41,38,0
29,3,10,2,0,0,0,6,38,0
81,3,14,6,9,0,0,60,41,0
37,3,14,4,9,0,0,38,38,1
40,3,11,0,13,0,0,50,38,1
36,3,10,6,0,0,0,40,38,0
18,3,8,4,0,0,0,30,38,0
44,6,7,5,12,0,0,40,38,0
36,3,9,5,7,0,0,35,38,0
69,6,16,2,9,0,0,50,38,1
17,3,8,4,9,0,0,7,38,0
38,3,11,2,2,0,0,40,38,1
27,3,9,4,6,0,0,40,38,0
52,3,12,2,3,0,0,40,38,0
24,3,12,4,11,0,0,35,38,0
57,3,13,2,3,0,0,40,38,0
19,3,6,4,6,0,0,40,38,0
38,3,9,0,2,0,0,50,38,0
46,3,4,3,8,0,1594,24,12,0
21,3,9,2,9,0,0,40,25,1
29,3,10,4,0,0,0,40,23,0
33,8,10,0,14,0,0,40,38,0
26,3,9,2,4,0,0,70,38,0
28,3,9,5,4,0,0,55,38,0
26,3,10,2,11,0,0,40,38,0
37,8,15,2,14,0,0,6,25,0
49,3,13,2,7,0,0,40,38,0
28,3,13,2,3,0,0,55,38,0
57,0,10,0,7,0,0,40,38,0
60,3,4,2,13,0,0,40,38,0
20,8,9,4,14,0,0,25,38,0
38,3,9,2,0,0,0,42,38,0
51,5,9,2,2,3137,0,60,38,0
